漢字,音訓,読み方,表内読み
遊,訓,あそ,ぶ,表内読み
遊,訓,すさ,び,表外読み
遊,訓,すさ,ぶ,表外読み
遊,音,ユウ,,表内読み
遊,音,ユ,,表内読み
酈,音,リ,,表内読み
酈,音,レキ,,表内読み
型,訓,かた,,表内読み
型,音,ケイ,,表内読み
痮,音,チョウ,,表内読み
決,訓,き,める,表内読み
決,訓,き,まる,表内読み
決,音,ケツ,,表内読み
譽,訓,ほ,める,表内読み
譽,訓,ほま,れ,表内読み
譽,音,ヨ,,表内読み
痠,音,サン,,表内読み
鬟,訓,わげ,,表内読み
鬟,訓,みずら,,表内読み
鬟,音,カン,,表内読み
駒,訓,こま,,表内読み
駒,音,ク,,表外読み
貸,訓,か,す,表内読み
貸,音,タイ,,表内読み
粽,訓,ちまき,,表内読み
粽,音,ソウ,,表内読み
袋,訓,ふくろ,,表内読み
袋,音,タイ,,表内読み
袋,音,テイ,,表外読み
隈,訓,くま,,表内読み
隈,訓,すみ,,表内読み
隈,音,ワイ,,表内読み
隈,音,エ,,表内読み
鷚,音,リュウ,,表内読み
鏟,音,サン,,表内読み
鏟,音,セン,,表内読み
遖,訓,あっぱれ,,表内読み
矞,音,イツ,,表内読み
矞,音,キツ,,表内読み
矞,音,ケツ,,表内読み
徳,音,トク,,表内読み
軣,訓,とどろ,く,表内読み
軣,訓,とどろ,き,表内読み
軣,音,ゴウ,,表内読み
軣,音,コウ,,表内読み
淎,音,ホウ,,表内読み
錂,音,リョウ,,表内読み
者,訓,もの,,表内読み
者,音,シャ,,表内読み
鎈,音,サ,,表内読み
査,訓,しら,べる,表外読み
査,音,サ,,表内読み
嚼,訓,か,む,表内読み
嚼,音,シャク,,表内読み
賱,音,ウン,,表内読み
棄,訓,す,てる,表外読み
棄,音,キ,,表内読み
玔,音,セン,,表内読み
誓,訓,ちか,う,表内読み
誓,音,セイ,,表内読み
誓,音,ゼイ,,表外読み
屮,音,サ,,表内読み
稽,訓,とど,める,表外読み
稽,訓,かんが,える,表外読み
稽,訓,とどこお,る,表外読み
稽,音,ケイ,,表内読み
噱,音,キャク,,表内読み
椊,音,ソツ,,表内読み
椊,音,スイ,,表内読み
父,訓,ちち,,表内読み
父,音,フ,,表内読み
父,音,ホ,,表外読み
滾,訓,たぎ,る,表内読み
滾,音,コン,,表内読み
叡,訓,さと,い,表内読み
叡,訓,かしこ,い,表内読み
叡,音,エイ,,表内読み
夊,音,スイ,,表内読み
病,訓,やまい,,表内読み
病,訓,や,む,表内読み
病,音,ビョウ,,表内読み
病,音,ヘイ,,表内読み
島,訓,しま,,表内読み
島,音,トウ,,表内読み
飂,音,リュウ,,表内読み
飂,音,リョウ,,表内読み
斗,訓,ひしゃく,,表外読み
斗,訓,ます,,表外読み
斗,音,ト,,表内読み
斗,音,トウ,,表外読み
鯨,訓,くじら,,表内読み
鯨,音,ゲイ,,表内読み
鯨,音,ケイ,,表外読み
岨,訓,いしやま,,表内読み
岨,訓,そば,,表内読み
岨,訓,そばだ,つ,表内読み
岨,音,ソ,,表内読み
岨,音,ショ,,表内読み
犢,訓,こうし,,表内読み
犢,音,トク,,表内読み
踰,訓,こ,える,表内読み
踰,訓,こ,す,表内読み
踰,音,ユ,,表内読み
類,訓,たぐ,い,表内読み
類,訓,たぐい,,表外読み
類,訓,たぐ,える,表外読み
類,訓,に,る,表外読み
類,音,ルイ,,表内読み
廟,訓,たまや,,表内読み
廟,訓,みたまや,,表内読み
廟,訓,やしろ,,表内読み
廟,音,ビョウ,,表内読み
廟,音,ミョウ,,表内読み
惆,訓,うら,む,表内読み
惆,訓,いた,む,表内読み
惆,音,チュウ,,表内読み
复,音,フク,,表内読み
嘱,訓,たの,む,表外読み
嘱,音,ショク,,表内読み
占,訓,し,める,表内読み
占,訓,うらな,う,表内読み
占,訓,うらな,い,表外読み
占,音,セン,,表内読み
郅,音,シツ,,表内読み
飰,訓,めし,,表内読み
飰,訓,いい,,表内読み
飰,訓,まま,,表内読み
飰,訓,く,らう,表内読み
飰,音,ハン,,表内読み
愁,訓,うれ,い,表内読み
愁,訓,うれ,える,表内読み
愁,音,シュウ,,表内読み
訒,音,ジン,,表内読み
訒,音,ニン,,表内読み
銹,訓,さび,,表内読み
銹,訓,さ,びる,表内読み
銹,音,シュウ,,表内読み
閏,訓,うるう,,表内読み
閏,音,ジュン,,表内読み
囷,訓,こめぐら,,表内読み
囷,音,キン,,表内読み
𤰖,訓,－,,表内読み
𤰖,音,－,,表内読み
腧,音,シュ,,表内読み
腧,音,ユ,,表内読み
貂,訓,てん,,表内読み
貂,音,チョウ,,表内読み
穣,訓,みの,る,表内読み
穣,訓,ゆた,か,表内読み
穣,音,ジョウ,,表内読み
隠,訓,かく,す,表内読み
隠,訓,かく,れる,表内読み
隠,訓,いた,む,表外読み
隠,音,イン,,表内読み
隠,音,オン,,表外読み
旼,音,ビン,,表内読み
旼,音,ミン,,表内読み
禦,訓,ふせ,ぐ,表内読み
禦,訓,つよ,い,表内読み
禦,音,ギョ,,表内読み
絙,音,カン,,表内読み
絙,音,コウ,,表内読み
凹,訓,くぼ,む,表外読み
凹,訓,くぼ,み,表外読み
凹,訓,へこ,む,表外読み
凹,訓,へこ,ます,表外読み
凹,音,オウ,,表内読み
齓,訓,みそっぱ,,表内読み
齓,音,シン,,表内読み
蜉,音,フ,,表内読み
評,訓,はか,る,表外読み
評,訓,あげつら,う,表外読み
評,音,ヒョウ,,表内読み
評,音,ヘイ,,表外読み
𥞴,音,コク,,表内読み
若,訓,わか,い,表内読み
若,訓,も,しくは,表内読み
若,訓,なんじ,,表外読み
若,訓,し,く,表外読み
若,訓,ごと,し,表外読み
若,訓,も,し,表外読み
若,音,ジャク,,表内読み
若,音,ニャク,,表内読み
若,音,ニャ,,表外読み
鮾,訓,あざ,れる,表内読み
鮾,音,ダイ,,表内読み
扑,訓,う,つ,表内読み
扑,音,ボク,,表内読み
扑,音,ホク,,表内読み
扑,音,ハツ,,表内読み
狽,音,バイ,,表内読み
狽,音,ハイ,,表内読み
鷽,訓,うそ,,表内読み
鷽,音,ガク,,表内読み
鷽,音,カク,,表内読み
鍚,音,ヨウ,,表内読み
嬢,訓,むすめ,,表外読み
嬢,音,ジョウ,,表内読み
涎,訓,よだれ,,表内読み
涎,音,セン,,表内読み
涎,音,ゼン,,表内読み
涎,音,エン,,表内読み
割,訓,わ,る,表内読み
割,訓,わり,,表内読み
割,訓,わ,れる,表内読み
割,訓,さ,く,表内読み
割,音,カツ,,表内読み
琱,訓,ほ,る,表内読み
琱,音,チョウ,,表内読み
埀,訓,た,れる,表内読み
埀,訓,た,らす,表内読み
埀,訓,しだ,れる,表内読み
埀,訓,しで,,表内読み
埀,訓,なんなん,とする,表内読み
埀,音,スイ,,表内読み
各,訓,おのおの,,表内読み
各,音,カク,,表内読み
昿,訓,あき,らか,表内読み
昿,訓,むな,しい,表内読み
昿,訓,ひろ,い,表内読み
昿,音,コウ,,表内読み
址,訓,あと,,表内読み
址,音,シ,,表内読み
梏,訓,てかせ,,表内読み
梏,訓,しば,る,表内読み
梏,訓,みだ,す,表内読み
梏,音,コク,,表内読み
挊,訓,もてあそ,ぶ,表内読み
挊,訓,たわむ,れる,表内読み
挊,訓,あなど,る,表内読み
挊,訓,いじ,る,表内読み
挊,訓,いじく,る,表内読み
挊,訓,まさぐ,る,表内読み
挊,訓,いら,う,表内読み
挊,音,ロウ,,表内読み
戳,訓,つ,く,表内読み
戳,音,タク,,表内読み
斅,訓,おし,える,表内読み
斅,音,コウ,,表内読み
躬,訓,み,,表内読み
躬,音,キュウ,,表内読み
鞾,訓,くつ,,表内読み
鞾,音,カ,,表内読み
鞾,音,ケ,,表内読み
緦,音,シ,,表内読み
宦,訓,つかさ,,表内読み
宦,訓,つか,える,表内読み
宦,音,カン,,表内読み
籖,訓,くじ,,表内読み
籖,訓,くし,,表内読み
籖,訓,ひご,,表内読み
籖,音,セン,,表内読み
喰,訓,く,う,表内読み
喰,訓,く,らう,表内読み
寿,訓,ことぶき,,表内読み
寿,訓,とし,,表外読み
寿,訓,ことほ,ぐ,表外読み
寿,訓,ひさ,しい,表外読み
寿,音,ジュ,,表内読み
寿,音,ス,,表外読み
旌,訓,はた,,表内読み
旌,訓,あらわ,す,表内読み
旌,音,セイ,,表内読み
旌,音,ショウ,,表内読み
甅,訓,センチグラム,,表内読み
昼,訓,ひる,,表内読み
昼,音,チュウ,,表内読み
岪,音,フツ,,表内読み
祢,訓,みたまや,,表内読み
祢,訓,かたしろ,,表内読み
祢,音,ネ,,表内読み
祢,音,デイ,,表内読み
焫,音,ゼツ,,表内読み
焫,音,ネチ,,表内読み
凍,訓,こお,る,表内読み
凍,訓,こご,える,表内読み
凍,訓,い,てる,表外読み
凍,訓,し,みる,表外読み
凍,音,トウ,,表内読み
縠,音,コク,,表内読み
遡,訓,さかのぼ,る,表内読み
遡,音,ソ,,表内読み
雫,訓,しずく,,表内読み
雫,音,ダ,,表内読み
琢,訓,みが,く,表内読み
琢,音,タク,,表内読み
螇,音,ケイ,,表内読み
綵,訓,あやぎぬ,,表内読み
綵,訓,あや,,表内読み
綵,音,サイ,,表内読み
夕,訓,ゆう,,表内読み
夕,訓,ゆう,べ,表外読み
夕,音,セキ,,表内読み
鰊,訓,にしん,,表内読み
鰊,音,レン,,表内読み
笨,訓,あら,い,表内読み
笨,訓,おろ,かな,表内読み
笨,音,ホン,,表内読み
枝,訓,えだ,,表内読み
枝,音,シ,,表内読み
𤚥,音,マン,,表内読み
駞,訓,らくだ,,表内読み
駞,音,ダ,,表内読み
駞,音,タ,,表内読み
旲,音,タイ,,表内読み
磻,音,ハン,,表内読み
磻,音,バン,,表内読み
磻,音,ハ,,表内読み
袈,音,ケ,,表内読み
袈,音,カ,,表内読み
窖,訓,あなぐら,,表内読み
窖,訓,ふか,い,表内読み
窖,音,コウ,,表内読み
漘,音,シュン,,表内読み
漘,音,シン,,表内読み
茁,音,サツ,,表内読み
袠,音,チツ,,表内読み
栩,訓,くぬぎ,,表内読み
栩,音,ク,,表内読み
陀,音,ダ,,表内読み
陀,音,タ,,表内読み
廾,音,キョウ,,表内読み
豬,訓,い,,表内読み
豬,訓,いのしし,,表内読み
豬,音,チョ,,表内読み
蠊,音,レン,,表内読み
獎,訓,すす,める,表内読み
獎,訓,たす,ける,表内読み
獎,音,ショウ,,表内読み
獎,音,ソウ,,表内読み
靜,訓,しず,,表内読み
靜,訓,しず,か,表内読み
靜,訓,しず,まる,表内読み
靜,訓,しず,める,表内読み
靜,音,セイ,,表内読み
靜,音,ジョウ,,表内読み
怜,訓,さと,い,表内読み
怜,訓,あわ,れむ,表内読み
怜,音,レイ,,表内読み
怜,音,リョウ,,表内読み
怜,音,レン,,表内読み
裃,訓,かみしも,,表内読み
賢,訓,かしこ,い,表内読み
賢,訓,まさ,る,表外読み
賢,訓,さか,しい,表外読み
賢,音,ケン,,表内読み
蜅,音,フ,,表内読み
丘,訓,おか,,表内読み
丘,音,キュウ,,表内読み
棘,訓,いばら,,表内読み
棘,訓,とげ,,表内読み
棘,訓,ほこ,,表内読み
棘,訓,おどろ,,表内読み
棘,音,キョク,,表内読み
減,訓,へ,る,表内読み
減,訓,へ,らす,表内読み
減,音,ゲン,,表内読み
昫,音,ク,,表内読み
𥸮,訓,くわ,,表内読み
𥸮,音,ソウ,,表内読み
茆,訓,じゅんさい,,表内読み
茆,訓,ぬなわ,,表内読み
茆,訓,かや,,表内読み
茆,音,ボウ,,表内読み
皙,訓,しろ,い,表内読み
皙,訓,なつめ,,表内読み
皙,音,セキ,,表内読み
歩,訓,ある,く,表内読み
歩,訓,あゆ,む,表内読み
歩,音,ホ,,表内読み
歩,音,ブ,,表内読み
歩,音,フ,,表内読み
汕,訓,あみ,,表内読み
汕,訓,すく,う,表内読み
汕,音,サン,,表内読み
湟,音,コウ,,表内読み
湟,音,オウ,,表内読み
缶,訓,ほとぎ,,表外読み
缶,訓,かま,,表外読み
缶,音,カン,,表内読み
缶,音,フ,,表外読み
求,訓,もと,める,表内読み
求,訓,もと,め,表外読み
求,音,キュウ,,表内読み
求,音,グ,,表外読み
幢,訓,はた,,表内読み
幢,音,トウ,,表内読み
幢,音,ドウ,,表内読み
凌,訓,しの,ぐ,表内読み
凌,音,リョウ,,表内読み
堺,訓,さかい,,表内読み
堺,音,カイ,,表内読み
姧,訓,おか,す,表内読み
姧,訓,よこしま,,表内読み
姧,音,カン,,表内読み
萹,音,ヘン,,表内読み
清,訓,きよ,い,表内読み
清,訓,きよ,まる,表内読み
清,訓,きよ,める,表内読み
清,訓,す,む,表外読み
清,訓,さや,か,表外読み
清,音,セイ,,表内読み
清,音,ショウ,,表内読み
清,音,シン,,表外読み
鶴,訓,つる,,表内読み
鶴,音,カク,,表外読み
薌,音,キョウ,,表内読み
薌,音,コウ,,表内読み
黯,訓,くろ,い,表内読み
黯,訓,くら,い,表内読み
黯,訓,いた,ましい,表内読み
黯,音,アン,,表内読み
灎,音,エン,,表内読み
侾,音,コウ,,表内読み
饟,音,ショウ,,表内読み
魯,訓,おろ,か,表内読み
魯,音,ロ,,表内読み
軛,訓,くびき,,表内読み
軛,音,ヤク,,表内読み
軛,音,アク,,表内読み
鴈,訓,かり,,表内読み
鴈,音,ガン,,表内読み
鷓,音,シャ,,表内読み
皿,訓,さら,,表内読み
皿,音,ベイ,,表外読み
団,訓,まる,い,表外読み
団,訓,かたまり,,表外読み
団,音,ダン,,表内読み
団,音,トン,,表内読み
団,音,タン,,表外読み
侶,訓,とも,,表外読み
侶,音,リョ,,表内読み
侶,音,ロ,,表外読み
牆,訓,かき,,表内読み
牆,訓,へい,,表内読み
牆,音,ショウ,,表内読み
櫚,訓,かりん,,表内読み
櫚,音,リョ,,表内読み
櫚,音,ロ,,表内読み
㳃,訓,にら,ぐ,表内読み
㳃,音,サイ,,表内読み
郡,訓,こおり,,表外読み
郡,音,グン,,表内読み
郡,音,クン,,表外読み
脘,音,カン,,表内読み
罨,訓,あみ,,表内読み
罨,訓,おお,う,表内読み
罨,音,アン,,表内読み
罨,音,エン,,表内読み
者,訓,もの,,表内読み
者,音,シャ,,表内読み
珈,訓,かみかざり,,表内読み
珈,音,カ,,表内読み
蔯,音,チン,,表内読み
艝,訓,そり,,表内読み
爴,訓,つか,む,表内読み
爴,訓,さら,う,表内読み
爴,音,カク,,表内読み
搔,訓,か,く,表内読み
搔,音,ソウ,,表内読み
奛,音,コウ,,表内読み
爨,訓,かし,ぐ,表内読み
爨,訓,かまど,,表内読み
爨,音,サン,,表内読み
㮇,音,テン,,表内読み
蛔,訓,はらのむし,,表内読み
蛔,音,カイ,,表内読み
鉿,音,コウ,,表内読み
蓆,訓,むしろ,,表内読み
蓆,音,セキ,,表内読み
鷸,訓,しぎ,,表内読み
鷸,訓,かわせみ,,表内読み
鷸,音,イツ,,表内読み
篅,音,セン,,表内読み
啀,訓,いが,む,表内読み
啀,音,ガイ,,表内読み
闍,訓,うてな,,表内読み
闍,訓,まち,,表内読み
闍,音,ト,,表内読み
闍,音,ジャ,,表内読み
貮,訓,ふた,,表内読み
貮,訓,ふた,つ,表内読み
貮,音,ニ,,表内読み
貮,音,ジ,,表内読み
焚,訓,や,く,表内読み
焚,訓,た,く,表内読み
焚,音,フン,,表内読み
朸,訓,もくめ,,表内読み
朸,訓,おうご,,表内読み
朸,音,リョク,,表内読み
朸,音,ロク,,表内読み
朸,音,リキ,,表内読み
碵,訓,せき,,表内読み
碵,訓,ひろ,,表内読み
擐,訓,つらぬ,く,表内読み
擐,音,カン,,表内読み
擐,音,ゲン,,表内読み
䚡,音,サイ,,表内読み
地,訓,つち,,表外読み
地,訓,ところ,,表外読み
地,音,チ,,表内読み
地,音,ジ,,表内読み
婬,訓,みだ,ら,表内読み
婬,訓,たわむ,れる,表内読み
婬,音,イン,,表内読み
撟,訓,あ,げる,表内読み
撟,音,キョウ,,表内読み
溶,訓,と,ける,表内読み
溶,訓,と,かす,表内読み
溶,訓,と,く,表内読み
溶,音,ヨウ,,表内読み
𠌫,訓,さきばらい,,表内読み
𠌫,音,ヒツ,,表内読み
樏,訓,かんじき,,表内読み
樏,音,ルイ,,表内読み
樲,音,ジ,,表内読み
樲,音,ニ,,表内読み
吨,音,トン,,表内読み
薩,音,サツ,,表内読み
迯,訓,に,げる,表内読み
迯,訓,に,がす,表内読み
迯,訓,のが,す,表内読み
迯,訓,のが,れる,表内読み
迯,音,トウ,,表内読み
螺,訓,にし,,表内読み
螺,訓,にな,,表内読み
螺,訓,つぶ,,表内読み
螺,訓,ほらがい,,表内読み
螺,音,ラ,,表内読み
標,訓,しるし,,表外読み
標,訓,しる,す,表外読み
標,訓,こずえ,,表外読み
標,訓,しめ,,表外読み
標,訓,しるべ,,表外読み
標,音,ヒョウ,,表内読み
戞,訓,ほこ,,表内読み
戞,訓,う,つ,表内読み
戞,音,カツ,,表内読み
鞨,訓,かわぐつ,,表内読み
鞨,音,カツ,,表内読み
游,訓,およ,ぐ,表内読み
游,訓,あそ,ぶ,表内読み
游,訓,あそ,び,表内読み
游,音,ユウ,,表内読み
篰,音,ホウ,,表内読み
篰,音,ブ,,表内読み
鐻,訓,かねかけ,,表内読み
