漢字,意味
箴,いしばり。治療に用いる針。
箴,いましめる。いましめ。
篆,篆書（テンショ）。篆文（テンブン）。漢字の書体の一種。
篆,印章。篆書が多く用いられたことから。
篝,かご。竹のかご。
篝,ふせご。火の上に伏せて衣服などを掛けて乾かしたり、香炉を置いて香を衣服に焚き染めたりするもの。
篝,かがり。かがりかご。火を焚くための鉄のかご。
篩,ふるい。網目を通してふるい分ける道具。竹で作られたふるい。
篩,ふるう。ふるいにかける。
簑,みの。かや・すげなどで作った雨具。
簑,おおう。草でおおう。
簔,みの。かや・すげなどで作った雨具。
簔,おおう。草でおおう。
篦,すきぐし。歯のこまかい櫛。
篦,かんざし。
篦,◦国 へら。竹片を薄く削ったもの。折り目をつけたりものを塗ったりするもの。
篦,◦国 の。やがら。竹で作られた矢の長い棒の部分。
篥,篳篥（ヒチリキ）。管楽器の一種。
籠,かご。竹のかご。
籠,えびら。矢を入れて持ち運ぶ道具。
籠,こめる。いれる。
籠,◦国 こもる。閉じこもる。たてこもる。
簀,す。すのこ。竹で作られた敷物。
簇,むらがる。あつまる。群がって生える。
簇,やじり。矢の先端のとがった部分。
簓,ささら。日本舞踊などで用いられる楽器の一種。鍋などを汚れをとる竹で作られた道具。
篳,まがき。竹や柴などで編んだ垣根。
篳,篳篥（ヒチリキ）。管楽器の一種。
篷,とま。竹などを編んで作った舟などの覆い。
篷,ふね。とまで覆った舟。小舟。
簗,やな。川に竹や木を並べ梁簀を設置してそこに流れてくる魚を捕る仕掛け。
簍,たけかご。かご。竹を編んで作ったかご。
篶,くろだけ。黒い竹。
篶,◦国 すず。すず竹。細い竹。
簣,あじか。もっこ。物を入れたり土を運んだりする竹などを編んで作ったかご。
簧,した。笛の舌。息を吹いて振動させ音を出す薄片。
簧,しょうのふえ。
簪,かんざし。こうがい。
簪,かざす。かんざしを挿す。
簟,たかむしろ。竹を編んで作ったむしろ。すのこ。
簷,のき。ひさし。
簫,ふえ。しょうのふえ。大小異なる十数本の竹管を並べた管楽器の一つ。
簫,ゆはず。弓の両端にある弦をかけるところ。
簽,かご。竹のかご。
簽,署名する。
簽,ふだ。はりふだ。
簽,見出し。標題。
籌,かずとり。数をかぞえるときに使う棒。
籌,投壺（トウコ）に用いる矢。
籌,はかる。相談する。くわだてる。
籌,はかりごと。たくらみ。
籃,かご。手にさげて持つ竹などを編んで作ったかご。
籃,大きなかご。
籔,◦一 米揚げざる。
籔,◦二 容量の単位。十六斗。
籔,◦国 やぶ。竹やぶ。
籏,はた。地名・人名に用いられる字。
籀,よむ。文字を読む。
籀,籀書（チュウショ）・籀文（チュウブン）。漢字の書体の一種。
籐,ヤシ科のつる植物。
籘,ヤシ科のつる植物。
籟,ふえ。孔が三つの笛。しょうのふえ。
籟,ひびき。音。
籤,くじ。おみくじ。
籤,かずとり。数をかぞえるときに用いる棒。
籤,くし。竹串。
籖,くじ。おみくじ。
籖,かずとり。数をかぞえるときに用いる棒。
籖,くし。竹串。
籥,三孔の竹笛。また、六孔の竹笛。
籥,かぎ。錠前。
籬,まがき。ませがき。竹やしばなどで編んで作った垣根。
籵,デカメートル。長さの単位。十メートル。
粃,しいな。殻ばかりで実がない籾。
粃,中身のないもの。
粐,粐蒔沢（ぬかまきざわ）。地名に用いられる字。
粤,ここに。発語を表す助字。
粤,ああ。嘆息の語。
粤,中国南部に住んでいた異民族。
粤,広東省のこと｡
粭,すくも。もみがら。
粭,粭島（すくもじま）。地名に用いられる字。
粢,きび。穀物の一種。
粢,穀物。
粢,もち。米でつくったもち。
粢,しとぎ。神に供える食物。
粫,粫田（うるちだ）。地名に用いられる字。
粡,ちまき。
粡,精白していない米。
粨,ヘクトメートル。長さの単位。百メートル。
粳,うるち。粘り気の少ない米。
粳,ぬか。
粲,しらげよね。白米。
粲,いい。めし。
粲,あきらか。あざやか。
粲,うつくしい。きれい。みめよい。
粲,わらう。
粱,あわ。おおあわ。イネ科の一年草。穀物の一種。
粱,上等な穀物。
粮,かて。食料。穀物。
粮,かて。旅行や行軍の際に携行する食べ物。
粮,租税。
粹,まじりけのない。
粹,質が良い。すぐれている。最もよい部分。
粹,◦国 いき。あかぬけている。洗練された。
粽,ちまき。もち米や米粉などを笹などの葉で巻いて蒸した食品。
糀,こうじ。米・麦・大豆などにコウジカビを繁殖させたもの。
糅,まじる。まじえる。入りまじる。
糅,雑穀の混じった飯。
糂,こながき。米や粉をまぜたあつもの。
糂,◦国 糂汰（じんだ）。ぬかみそ。じんだみそ。
糘,すくも。もみがら。
糘,糘地（すくもじ）。地名に用いられる字。
糒,ほしいい。ほしい。米を蒸して乾燥させた保存食。
糜,かゆ。米などを多めの水でやわらかく煮たもの。
糜,ただれる。くずれる。
糜,ついやす。ついえる。
糢,糢糊。ぼんやりしている。はっきりしない。
鬻,◦一 かゆ。米などを多めの水でやわらかく煮たもの。
鬻,◦二 ひさぐ。うる。
糯,もちごめ。粘り気の多い餅などを作る米。
糲,くろごめ。玄米。精白していない米。
糲,あらい。粗末な。
糴,かいよね。いりよね。買い入れた米や穀物。
糶,うりよね。だしよね。売り出す米や穀物。
糶,◦国 せり。競売。
糺,あざなう。糸をより合わせる。
糺,あわせる。あつめる。
糺,よじれる。からみあう。もつれる。みだれる。
糺,ただす。しらべる。
紆,まがる。まげる。
紆,めぐる。めぐらす。
紆,まとう。まつわる。まといつく。
紆,むすぼれる。気がふさぐ。
紂,しりがい。馬や牛の尻にかける緒。
紂,殷の最後の王。暴君として知られ、周の武王に滅ぼされる。
紜,みだれる。入り乱れるさま。
紕,ふち飾り。
紕,ふちを飾る。
紕,あやまり。間違い。
紊,みだれる。みだす。
絅,うすぎぬ。単衣の着物。着物の上に掛ける薄衣。
絋,わた。まわた。
絋,わたいれ。
紮,からげる。たばねる。まとめる。
紮,とどまる。駐屯する。
紲,きずな。牛馬をつなぐためのひも。罪人をつなぐためのひも。
紲,つなぐ。しばる。
紿,あざむく。だます。
紿,ゆるむ。糸がゆるむ。
紵,いちび。アオイ科の一年草。
紵,からむし。イラクサ科の多年草。
紵,あさぬの。麻類で織った布。
絆,きずな。ほだし。牛馬をつなぐためのひも。束縛するもの。断ちがたいつながり。
絆,つなぐ。ほだす。つなぎとめる。
絳,あか。あかい。濃い赤色。
絳,地名。春秋時代、晋の都があった地。現在の山西省翼城県に位置する。
絖,わた。まわた。
絖,◦国 ぬめ。書や日本画などを描くときに用いる光沢のある絹布。
絎,へり。衣服のへり。
絎,ぬう。糸でぬい合わせる。
絎,◦国 くける。表から縫い目が見えないように縫う。
絲,いと。よりいと。
絲,いとのように細いもの。
絲,弦楽器。
絲,ごくわずかな数量。一の一万分の一。
絨,厚地の毛織物。
絨,刺繍糸。
絮,わた。まわた｡ふるわた。
絮,わたいれ。
絮,くどい。わずらわしい。
絏,きずな。牛馬をつなぐためのひも。罪人をつなぐためのひも。
絏,つなぐ。しばる。
絣,縞模様の織物。
絣,つなぐ。つづける。
絣,◦国 かすり。かすり模様。また、その織物。
經,たていと。織物のたていと。
經,たて。上下・南北の方向。
經,筋道。
經,つね。いつまでも変わらぬこと。いつもどおりの。
經,治める。
經,へる。とおる。通り過ぎる。時がたつ。
經,くびれる。首をくくる。
經,教えを説いた基本となる書物。
綉,ぬいとり。色糸で模様を縫いつづること。
綉,にしき。美しい模様の織物。
綉,うつくしい。
絛,さなだ。さなだひも。うちひも。
絛,絛虫（じょうちゅう）。さなだむし。
綏,◦一 たれひも。車に乗るときにつかまるためのひも。
綏,◦一 やすい。やすんじる。
綏,◦二 たれる。たれさがる。
絽,縞織物。縞模様の織物。
絽,◦国 目の透いた薄い絹織物。
綛,かすり。かすり模様。また、その織物。
綛,かせ。紡いだ糸を巻き取る道具。かせいと。
綺,あや。あやぎぬ。
綺,うつくしい。きらびやか。
綮,きめのこまかい織物。
綮,肯綮（コウケイ）。筋肉と骨を結ぶところ。
綮,かなめ。重要な部分。
綣,まつわる。まといつく。
綣,ねんごろ。ねんごろなさま。
綵,あやぎぬ。美しい模様の絹織物。
綵,あや。いろどり。模様。
緇,くろ。くろい。
緇,くろぎぬ。黒い絹。黒い衣服。
緇,僧。僧侶。
緇,くろむ。黒くなる。
綽,ゆるやか。ゆったりとしたさま。
綽,しなやか。たおやか。
綫,いと。いとのように細長いもの。
綫,すじ。すじ状のもの。
總,ふさ。束ねた糸を垂れ下げたもの。
總,すべる。たばねる。まとめる。治める。取り締まる。
總,すべて。みな。全部。
綢,◦一 まとう。まつわる。
綢,◦一 こまかい。こまやか。こみあう。
綢,◦一 絹織物。
綢,◦二 つつむ。
綯,なう。縄をなう。
綯,なわ。
緜,わた。まわた。もめんわた。
緜,つらなる。途切れずに続く。
緜,こまかい。ちいさい。
緜,よわい。
綸,青いおびひも。
綸,いと。太い糸。絹糸を撚り合わせた糸。釣り糸。
綸,天子の言葉。
綸,おさめる。つかさどる。
綟,もえぎ。もえぎ色。
綟,◦国 もじ。目の粗い麻布。
綰,わがねる。たわめて輪にする。
綰,たがねる。すべる。たばねる。まとめる。
綰,むすぶ。つなぐ。
